,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
linpred[699],1.528,0.275,1.002,2.03,0.004,0.003,3932.0,3546.0,1.0
linpred[700],-0.956,0.253,-1.412,-0.458,0.004,0.003,3632.0,3061.0,1.0
linpred[701],-0.41,0.248,-0.889,0.044,0.004,0.003,4317.0,3679.0,1.0
linpred[702],0.179,0.265,-0.327,0.671,0.004,0.003,4116.0,3514.0,1.0
linpred[703],1.294,0.226,0.876,1.734,0.004,0.003,3871.0,3396.0,1.0
linpred[704],-0.354,0.251,-0.826,0.098,0.004,0.003,4515.0,3902.0,1.0
linpred[705],1.004,0.277,0.469,1.506,0.004,0.003,4732.0,3340.0,1.0
linpred[706],-0.365,0.246,-0.833,0.069,0.004,0.003,4382.0,3425.0,1.0
linpred[707],-0.235,0.235,-0.664,0.211,0.004,0.003,3997.0,3367.0,1.0
linpred[708],0.465,0.225,0.049,0.886,0.004,0.003,3839.0,3290.0,1.0
linpred[709],-0.249,0.238,-0.714,0.178,0.004,0.003,4093.0,3221.0,1.0
linpred[710],-0.494,0.259,-0.984,-0.01,0.004,0.003,4059.0,2965.0,1.0
linpred[711],-0.411,0.261,-0.883,0.099,0.004,0.003,4400.0,3327.0,1.0
linpred[712],-0.494,0.252,-0.966,-0.026,0.004,0.003,4059.0,3668.0,1.0
linpred[713],-0.482,0.278,-1.019,0.019,0.004,0.003,4543.0,3275.0,1.0
linpred[714],1.87,0.244,1.408,2.325,0.004,0.003,4641.0,3622.0,1.0
linpred[715],-0.206,0.243,-0.652,0.25,0.004,0.003,3668.0,3160.0,1.0
linpred[716],-0.291,0.244,-0.753,0.162,0.004,0.003,4040.0,3233.0,1.0
linpred[717],0.325,0.227,-0.093,0.74,0.004,0.003,3679.0,3059.0,1.0
linpred[718],-0.05,0.236,-0.473,0.419,0.004,0.003,4330.0,3414.0,1.0
linpred[719],-0.381,0.255,-0.856,0.087,0.004,0.003,4225.0,3633.0,1.0
linpred[720],-1.165,0.281,-1.668,-0.651,0.004,0.003,4472.0,3426.0,1.0
linpred[721],-0.243,0.317,-0.827,0.342,0.005,0.004,4353.0,3351.0,1.0
linpred[722],-0.417,0.26,-0.9,0.072,0.004,0.003,4599.0,3258.0,1.0
linpred[723],1.548,0.237,1.115,1.998,0.004,0.003,3626.0,3231.0,1.0
linpred[724],-0.53,0.233,-0.966,-0.096,0.004,0.003,4121.0,3222.0,1.0
linpred[725],-0.417,0.292,-0.967,0.108,0.004,0.003,4353.0,3485.0,1.0
linpred[726],-0.253,0.219,-0.655,0.16,0.003,0.002,4137.0,3438.0,1.0
linpred[727],-0.893,0.258,-1.375,-0.408,0.004,0.003,4168.0,3082.0,1.0
linpred[728],-0.145,0.229,-0.562,0.296,0.004,0.003,3906.0,3450.0,1.0
linpred[729],-0.663,0.245,-1.117,-0.186,0.004,0.003,4224.0,3265.0,1.0
linpred[730],0.665,0.295,0.113,1.232,0.005,0.003,3987.0,3394.0,1.0
linpred[731],0.928,0.247,0.483,1.403,0.004,0.003,4154.0,3286.0,1.0
linpred[732],0.963,0.275,0.478,1.5,0.005,0.003,3702.0,3586.0,1.0
linpred[733],-0.627,0.259,-1.14,-0.175,0.004,0.003,3676.0,3196.0,1.0
linpred[734],1.478,0.256,0.972,1.925,0.004,0.003,4004.0,3459.0,1.0
linpred[735],1.108,0.238,0.632,1.531,0.004,0.003,4489.0,3272.0,1.0
linpred[736],0.363,0.305,-0.222,0.92,0.005,0.004,4209.0,3424.0,1.0
linpred[737],0.189,0.266,-0.303,0.68,0.004,0.003,4340.0,3560.0,1.0
linpred[738],-0.355,0.272,-0.872,0.135,0.004,0.003,4278.0,3158.0,1.0
linpred[739],-0.241,0.239,-0.71,0.194,0.004,0.003,3996.0,3618.0,1.0
linpred[740],-0.391,0.244,-0.844,0.064,0.004,0.003,3772.0,3303.0,1.0
linpred[741],-0.28,0.22,-0.698,0.133,0.003,0.002,4472.0,3553.0,1.0
linpred[742],-0.222,0.304,-0.769,0.356,0.005,0.004,4580.0,3310.0,1.0
linpred[743],0.25,0.233,-0.175,0.681,0.004,0.003,4029.0,3356.0,1.0
linpred[744],-0.466,0.257,-0.943,0.021,0.004,0.003,4209.0,2991.0,1.0
linpred[745],-0.86,0.256,-1.333,-0.371,0.004,0.003,3665.0,3072.0,1.0
linpred[746],0.045,0.317,-0.566,0.627,0.005,0.004,3827.0,3360.0,1.0
linpred[747],0.716,0.292,0.16,1.268,0.004,0.003,4312.0,3355.0,1.0
linpred[748],-1.338,0.241,-1.784,-0.885,0.004,0.003,4277.0,2890.0,1.0
linpred[749],-0.57,0.285,-1.097,-0.036,0.004,0.003,4077.0,3509.0,1.0
linpred[750],-0.802,0.272,-1.316,-0.292,0.004,0.003,4018.0,3463.0,1.0
linpred[751],-0.212,0.29,-0.769,0.321,0.004,0.003,4800.0,3747.0,1.0
linpred[752],0.242,0.236,-0.219,0.655,0.004,0.003,3788.0,3514.0,1.0
linpred[753],-0.623,0.281,-1.142,-0.09,0.004,0.003,4157.0,3124.0,1.0
linpred[754],0.783,0.251,0.326,1.257,0.004,0.003,3563.0,3277.0,1.0
linpred[755],-0.095,0.236,-0.52,0.355,0.004,0.003,4485.0,2778.0,1.0
linpred[756],-0.486,0.226,-0.913,-0.079,0.004,0.003,4083.0,3521.0,1.0
linpred[757],0.085,0.265,-0.41,0.577,0.004,0.003,4474.0,3310.0,1.0
linpred[758],-1.18,0.31,-1.726,-0.572,0.005,0.003,4466.0,3615.0,1.0
linpred[759],-0.489,0.256,-0.96,-0.013,0.004,0.003,4218.0,3212.0,1.0
linpred[760],0.724,0.216,0.336,1.153,0.003,0.002,4250.0,3451.0,1.0
linpred[761],-0.906,0.243,-1.352,-0.453,0.004,0.003,3887.0,3123.0,1.0
linpred[762],-0.37,0.252,-0.845,0.103,0.004,0.003,4034.0,2947.0,1.0
linpred[763],-0.625,0.237,-1.064,-0.178,0.004,0.003,4157.0,3350.0,1.0
linpred[764],-0.549,0.238,-0.991,-0.104,0.004,0.003,3822.0,3039.0,1.0
linpred[765],0.531,0.29,0.015,1.083,0.004,0.003,4500.0,3091.0,1.0
linpred[766],-0.221,0.242,-0.672,0.241,0.004,0.003,3429.0,3166.0,1.0
linpred[767],-0.594,0.238,-1.043,-0.135,0.004,0.003,3976.0,3138.0,1.0
linpred[768],-0.256,0.242,-0.691,0.198,0.004,0.003,4120.0,3555.0,1.0
linpred[769],1.038,0.294,0.474,1.567,0.004,0.003,4336.0,3361.0,1.0
linpred[770],-0.15,0.252,-0.619,0.342,0.004,0.003,4578.0,3302.0,1.0
linpred[771],0.559,0.277,0.067,1.1,0.004,0.003,4314.0,3605.0,1.0
linpred[772],-0.872,0.264,-1.388,-0.394,0.004,0.003,4376.0,3445.0,1.0
linpred[773],2.713,0.249,2.257,3.184,0.005,0.004,2555.0,3320.0,1.0
linpred[774],0.821,0.255,0.362,1.312,0.004,0.003,3803.0,3003.0,1.0
linpred[775],-0.393,0.216,-0.78,0.026,0.003,0.003,4176.0,3271.0,1.0
linpred[776],-0.591,0.235,-1.029,-0.144,0.004,0.003,3675.0,3138.0,1.0
linpred[777],-0.598,0.266,-1.072,-0.058,0.004,0.003,3723.0,3272.0,1.0
linpred[778],1.359,0.237,0.926,1.818,0.004,0.003,4024.0,2970.0,1.0
linpred[779],-0.467,0.237,-0.941,-0.035,0.004,0.003,3910.0,3130.0,1.0
linpred[780],-0.686,0.266,-1.178,-0.186,0.004,0.003,4327.0,3224.0,1.0
linpred[781],1.241,0.244,0.798,1.706,0.004,0.003,3442.0,3447.0,1.0
linpred[782],0.408,0.263,-0.085,0.91,0.004,0.003,3480.0,3396.0,1.0
linpred[783],1.132,0.246,0.69,1.621,0.004,0.003,3710.0,3212.0,1.0
linpred[784],0.963,0.236,0.522,1.418,0.004,0.003,3505.0,3622.0,1.0
linpred[785],1.006,0.223,0.575,1.399,0.004,0.003,3821.0,3271.0,1.0
linpred[786],-0.55,0.233,-0.994,-0.12,0.004,0.003,3887.0,3463.0,1.0
linpred[787],0.429,0.239,-0.03,0.852,0.004,0.003,3845.0,3004.0,1.0
linpred[788],0.219,0.232,-0.212,0.653,0.004,0.003,4321.0,3435.0,1.0
linpred[789],0.524,0.285,-0.004,1.055,0.004,0.003,4050.0,3304.0,1.0
linpred[790],-0.506,0.254,-0.98,-0.03,0.004,0.003,4050.0,3161.0,1.0
linpred[791],-0.237,0.248,-0.705,0.235,0.004,0.003,4389.0,3504.0,1.0
linpred[792],-0.878,0.287,-1.416,-0.339,0.004,0.003,4206.0,3392.0,1.0
linpred[793],0.736,0.274,0.222,1.245,0.004,0.003,4104.0,3247.0,1.0
linpred[794],-0.265,0.245,-0.726,0.189,0.004,0.003,4439.0,3367.0,1.0
linpred[795],-0.334,0.261,-0.845,0.135,0.004,0.003,4265.0,3684.0,1.0
linpred[796],-1.005,0.276,-1.502,-0.478,0.004,0.003,3844.0,3379.0,1.0
linpred[797],2.697,0.24,2.256,3.145,0.004,0.003,3529.0,3383.0,1.0
linpred[798],-0.192,0.237,-0.642,0.243,0.004,0.003,4054.0,3110.0,1.0
linpred[799],-0.788,0.267,-1.298,-0.311,0.004,0.003,4175.0,3037.0,1.0
linpred[800],0.42,0.263,-0.071,0.908,0.004,0.003,4459.0,3420.0,1.0
linpred[801],-0.63,0.232,-1.056,-0.194,0.004,0.003,3871.0,3148.0,1.0
linpred[802],-0.096,0.248,-0.57,0.355,0.004,0.003,4046.0,3130.0,1.0
y_test[0],-0.8,0.575,-1.946,0.251,0.009,0.006,4154.0,3892.0,1.0
y_test[1],0.777,0.559,-0.272,1.8,0.009,0.007,3684.0,3559.0,1.0
y_test[2],-0.186,0.534,-1.128,0.812,0.008,0.006,4254.0,3723.0,1.0
y_test[3],-0.8,0.538,-1.775,0.275,0.009,0.006,3799.0,3831.0,1.0
y_test[4],2.7,0.55,1.715,3.762,0.009,0.006,3812.0,3686.0,1.0
y_test[5],-0.419,0.553,-1.506,0.575,0.009,0.006,3858.0,3836.0,1.0
y_test[6],-0.274,0.543,-1.31,0.696,0.009,0.006,4020.0,3724.0,1.0
y_test[7],-0.784,0.579,-1.867,0.278,0.009,0.007,3909.0,3963.0,1.0
y_test[8],-0.683,0.556,-1.71,0.383,0.009,0.006,3805.0,3287.0,1.0
y_test[9],-0.253,0.583,-1.403,0.792,0.009,0.007,4017.0,4015.0,1.0
y_test[10],-0.508,0.595,-1.603,0.634,0.01,0.007,3685.0,3619.0,1.0
y_test[11],1.398,0.529,0.433,2.409,0.009,0.006,3701.0,3786.0,1.0
y_test[12],0.864,0.528,-0.123,1.84,0.009,0.006,3510.0,3798.0,1.0
y_test[13],-0.167,0.56,-1.183,0.969,0.009,0.007,3649.0,3398.0,1.0
y_test[14],1.046,0.571,0.019,2.138,0.009,0.007,3631.0,3287.0,1.0
y_test[15],0.142,0.558,-0.942,1.135,0.009,0.006,3867.0,3954.0,1.0
y_test[16],-0.412,0.55,-1.485,0.554,0.009,0.006,3774.0,3916.0,1.0
y_test[17],0.33,0.542,-0.618,1.416,0.009,0.007,3546.0,3364.0,1.0
y_test[18],-0.273,0.548,-1.309,0.742,0.009,0.007,3663.0,3403.0,1.0
y_test[19],0.093,0.56,-0.94,1.177,0.009,0.007,3618.0,3566.0,1.0
y_test[20],0.831,0.556,-0.202,1.839,0.009,0.006,3793.0,3814.0,1.0
y_test[21],0.059,0.557,-0.96,1.109,0.009,0.007,4061.0,3646.0,1.0
y_test[22],0.019,0.527,-0.95,0.983,0.009,0.006,3776.0,3793.0,1.0
y_test[23],0.865,0.532,-0.077,1.892,0.008,0.006,4175.0,3688.0,1.0
y_test[24],0.969,0.543,-0.083,1.946,0.008,0.006,4082.0,3914.0,1.0
y_test[25],1.468,0.564,0.417,2.506,0.009,0.007,3639.0,3902.0,1.0
y_test[26],-0.94,0.579,-2.141,0.055,0.01,0.007,3308.0,3851.0,1.0
y_test[27],-0.737,0.559,-1.797,0.304,0.009,0.006,3885.0,3817.0,1.0
y_test[28],-0.46,0.559,-1.552,0.53,0.009,0.006,3782.0,3211.0,1.0
y_test[29],0.54,0.533,-0.424,1.565,0.008,0.006,4159.0,3852.0,1.0
y_test[30],0.746,0.575,-0.246,1.918,0.009,0.007,3919.0,3931.0,1.0
y_test[31],0.328,0.561,-0.701,1.4,0.009,0.007,3532.0,3754.0,1.0
y_test[32],-0.263,0.564,-1.275,0.841,0.009,0.007,3545.0,3659.0,1.0
y_test[33],-0.014,0.585,-1.106,1.077,0.01,0.007,3495.0,3616.0,1.0
y_test[34],-0.216,0.532,-1.178,0.789,0.009,0.006,3839.0,3933.0,1.0
y_test[35],0.43,0.52,-0.525,1.424,0.008,0.006,3766.0,3725.0,1.0
y_test[36],-1.059,0.573,-2.089,0.076,0.01,0.007,3560.0,3656.0,1.0
y_test[37],-0.331,0.556,-1.366,0.716,0.009,0.006,3876.0,4101.0,1.0
y_test[38],1.753,0.571,0.659,2.822,0.01,0.007,3563.0,3588.0,1.0
y_test[39],0.042,0.55,-1.005,1.043,0.009,0.006,3702.0,3838.0,1.0
y_test[40],-0.978,0.551,-1.989,0.059,0.009,0.006,3605.0,3562.0,1.0
y_test[41],0.021,0.546,-0.989,1.053,0.009,0.006,3690.0,3737.0,1.0
y_test[42],0.321,0.54,-0.688,1.32,0.008,0.006,4047.0,3972.0,1.0
y_test[43],0.329,0.532,-0.675,1.308,0.008,0.006,4019.0,3603.0,1.0
y_test[44],-0.921,0.589,-2.026,0.187,0.01,0.007,3540.0,3234.0,1.0
y_test[45],0.122,0.583,-0.956,1.192,0.01,0.007,3468.0,3529.0,1.0
y_test[46],-0.816,0.562,-1.829,0.25,0.009,0.007,3792.0,3742.0,1.0
y_test[47],0.125,0.55,-0.908,1.145,0.009,0.007,3485.0,3575.0,1.0
y_test[48],-0.358,0.536,-1.402,0.62,0.008,0.006,4202.0,3749.0,1.0
y_test[49],-1.084,0.547,-2.067,-0.033,0.009,0.006,3908.0,3892.0,1.0
y_test[50],-0.741,0.55,-1.776,0.291,0.009,0.006,3955.0,3852.0,1.0
y_test[51],-0.827,0.57,-1.895,0.246,0.009,0.007,3675.0,3530.0,1.0
y_test[52],-0.924,0.62,-2.126,0.238,0.011,0.008,3433.0,3643.0,1.0
y_test[53],-0.676,0.603,-1.758,0.486,0.009,0.007,4100.0,3943.0,1.0
y_test[54],-0.16,0.518,-1.08,0.843,0.008,0.006,3846.0,3775.0,1.0
y_test[55],-0.211,0.532,-1.223,0.75,0.008,0.006,3951.0,3895.0,1.0
y_test[56],-0.51,0.613,-1.7,0.608,0.01,0.007,3748.0,3921.0,1.0
y_test[57],1.008,0.56,-0.012,2.07,0.01,0.007,3393.0,3745.0,1.0
y_test[58],-0.027,0.531,-1.015,0.985,0.009,0.006,3642.0,3756.0,1.0
y_test[59],-0.397,0.557,-1.458,0.598,0.009,0.006,4026.0,3887.0,1.0
y_test[60],-0.337,0.516,-1.292,0.646,0.008,0.006,4052.0,3548.0,1.0
y_test[61],0.789,0.541,-0.271,1.773,0.009,0.007,3380.0,3723.0,1.0
y_test[62],-0.339,0.546,-1.36,0.675,0.009,0.006,3847.0,3752.0,1.0
y_test[63],-0.095,0.56,-1.141,0.969,0.009,0.006,3877.0,3578.0,1.0
y_test[64],-0.277,0.552,-1.327,0.745,0.009,0.006,3856.0,3695.0,1.0
y_test[65],-0.658,0.573,-1.681,0.47,0.009,0.007,3893.0,3633.0,1.0
y_test[66],-0.391,0.547,-1.461,0.606,0.009,0.006,3998.0,3838.0,1.0
y_test[67],0.234,0.582,-0.886,1.302,0.009,0.007,3843.0,3647.0,1.0
y_test[68],-0.821,0.567,-1.874,0.248,0.009,0.007,4003.0,3798.0,1.0
y_test[69],0.158,0.539,-0.842,1.209,0.009,0.006,3701.0,3673.0,1.0
y_test[70],0.816,0.531,-0.17,1.82,0.009,0.006,3745.0,3676.0,1.0
y_test[71],-0.332,0.554,-1.373,0.669,0.01,0.007,3350.0,3763.0,1.0
y_test[72],-0.483,0.548,-1.543,0.525,0.009,0.006,3896.0,3852.0,1.0
y_test[73],-0.372,0.565,-1.409,0.691,0.009,0.007,3623.0,3853.0,1.0
y_test[74],0.109,0.6,-1.001,1.222,0.01,0.007,3796.0,3888.0,1.0
y_test[75],-0.755,0.558,-1.808,0.284,0.009,0.007,3641.0,3729.0,1.0
y_test[76],2.416,0.538,1.41,3.428,0.009,0.006,3602.0,3520.0,1.0
y_test[77],0.737,0.615,-0.429,1.893,0.01,0.007,3480.0,3601.0,1.0
y_test[78],-1.12,0.584,-2.18,0.029,0.01,0.007,3500.0,3631.0,1.0
y_test[79],0.278,0.563,-0.742,1.331,0.009,0.007,3637.0,3699.0,1.0
y_test[80],0.46,0.54,-0.602,1.454,0.009,0.006,4025.0,4030.0,1.0
y_test[81],-0.364,0.57,-1.367,0.765,0.01,0.007,3348.0,3963.0,1.0
y_test[82],-0.482,0.542,-1.54,0.476,0.008,0.006,4113.0,3939.0,1.0
y_test[83],-0.216,0.533,-1.201,0.765,0.008,0.006,4013.0,3877.0,1.0
y_test[84],-0.528,0.551,-1.554,0.542,0.009,0.006,4004.0,4099.0,1.0
y_test[85],-0.478,0.546,-1.501,0.551,0.009,0.006,3939.0,3677.0,1.0
y_test[86],0.887,0.547,-0.109,1.92,0.009,0.006,3985.0,3744.0,1.0
y_test[87],-0.785,0.559,-1.824,0.266,0.009,0.006,4064.0,3643.0,1.0
y_test[88],-0.527,0.54,-1.465,0.55,0.009,0.006,3665.0,3807.0,1.0
y_test[89],-0.418,0.583,-1.454,0.723,0.01,0.007,3698.0,3386.0,1.0
y_test[90],0.313,0.571,-0.744,1.392,0.009,0.007,4014.0,3592.0,1.0
y_test[91],0.647,0.537,-0.36,1.642,0.009,0.006,3518.0,3513.0,1.0
y_test[92],-0.581,0.543,-1.6,0.45,0.009,0.006,3835.0,3620.0,1.0
y_test[93],-0.378,0.629,-1.532,0.809,0.01,0.007,3802.0,3722.0,1.0
y_test[94],1.405,0.517,0.504,2.402,0.008,0.006,3784.0,3761.0,1.0
y_test[95],0.037,0.522,-0.894,1.05,0.009,0.006,3462.0,3768.0,1.0
y_test[96],-0.892,0.562,-2.009,0.096,0.01,0.007,3359.0,3478.0,1.0
y_test[97],-1.249,0.58,-2.381,-0.229,0.009,0.007,3755.0,3823.0,1.0
y_test[98],-0.671,0.541,-1.644,0.359,0.009,0.006,3926.0,3931.0,1.0
y_test[99],-0.002,0.573,-1.024,1.118,0.009,0.007,3891.0,3994.0,1.0
y_test[100],0.326,0.544,-0.771,1.245,0.009,0.006,3842.0,3833.0,1.0
y_test[101],-0.594,0.538,-1.606,0.414,0.009,0.006,3487.0,3648.0,1.0
y_test[102],-0.631,0.536,-1.676,0.334,0.009,0.006,3771.0,3581.0,1.0
y_test[103],-0.484,0.554,-1.524,0.529,0.01,0.007,3272.0,3785.0,1.0
y_test[104],0.353,0.552,-0.72,1.34,0.009,0.006,3871.0,3957.0,1.0
y_test[105],-0.074,0.596,-1.27,1.015,0.01,0.007,3489.0,3664.0,1.0
y_test[106],0.742,0.539,-0.25,1.744,0.008,0.006,4243.0,3992.0,1.0
y_test[107],-0.11,0.577,-1.169,0.999,0.009,0.007,3845.0,3570.0,1.0
y_test[108],-0.849,0.536,-1.816,0.176,0.009,0.006,3597.0,3759.0,1.0
y_test[109],0.585,0.552,-0.411,1.661,0.009,0.006,3742.0,3811.0,1.0
y_test[110],-0.76,0.565,-1.813,0.297,0.009,0.006,4038.0,3814.0,1.0
y_test[111],-0.701,0.54,-1.685,0.306,0.009,0.006,4002.0,3915.0,1.0
y_test[112],1.764,0.536,0.719,2.721,0.009,0.006,3967.0,3718.0,1.0
y_test[113],-0.218,0.566,-1.305,0.819,0.009,0.007,3783.0,3844.0,1.0
y_test[114],1.216,0.572,0.144,2.28,0.009,0.006,3993.0,3719.0,1.0
y_test[115],1.8,0.552,0.799,2.84,0.009,0.007,3437.0,3729.0,1.0
y_test[116],0.335,0.561,-0.692,1.4,0.009,0.007,3576.0,3805.0,1.0
y_test[117],-0.241,0.543,-1.246,0.815,0.009,0.006,3872.0,3971.0,1.0
y_test[118],-0.404,0.546,-1.44,0.62,0.009,0.007,3904.0,3809.0,1.0
y_test[119],0.434,0.539,-0.586,1.429,0.009,0.007,3384.0,3419.0,1.0
y_test[120],-0.616,0.53,-1.566,0.381,0.009,0.006,3545.0,3683.0,1.0
y_test[121],-0.027,0.537,-1.016,0.982,0.008,0.006,4137.0,3913.0,1.0
y_test[122],-0.412,0.526,-1.339,0.616,0.009,0.006,3383.0,3837.0,1.0
y_test[123],0.566,0.54,-0.466,1.561,0.009,0.006,3720.0,3647.0,1.0
y_test[124],-0.16,0.643,-1.371,1.038,0.011,0.008,3471.0,3434.0,1.0
y_test[125],-0.573,0.595,-1.696,0.527,0.01,0.007,3638.0,3621.0,1.0
y_test[126],-0.726,0.553,-1.734,0.336,0.009,0.006,3788.0,3834.0,1.0
y_test[127],-0.44,0.559,-1.482,0.606,0.009,0.007,3543.0,3741.0,1.0
y_test[128],-0.068,0.585,-1.098,1.087,0.01,0.007,3549.0,3692.0,1.0
y_test[129],-0.183,0.541,-1.201,0.821,0.009,0.007,3260.0,3547.0,1.0
y_test[130],1.488,0.55,0.398,2.464,0.009,0.006,4029.0,4011.0,1.0
y_test[131],-0.753,0.541,-1.748,0.245,0.009,0.006,4018.0,3834.0,1.0
y_test[132],1.251,0.576,0.14,2.296,0.009,0.007,3861.0,3689.0,1.0
y_test[133],0.061,0.558,-0.941,1.135,0.009,0.006,3865.0,3949.0,1.0
y_test[134],-1.001,0.522,-1.974,-0.044,0.008,0.006,3905.0,3542.0,1.0
y_test[135],-0.115,0.554,-1.057,1.014,0.01,0.007,3378.0,3637.0,1.0
y_test[136],-0.881,0.539,-1.885,0.12,0.009,0.006,3519.0,4057.0,1.0
y_test[137],-0.261,0.562,-1.255,0.847,0.009,0.006,3971.0,3548.0,1.0
y_test[138],-0.448,0.629,-1.588,0.748,0.011,0.008,3539.0,3866.0,1.0
y_test[139],-0.115,0.548,-1.148,0.9,0.009,0.006,4087.0,3775.0,1.0
y_test[140],-0.43,0.546,-1.501,0.548,0.009,0.006,3958.0,3774.0,1.0
y_test[141],-0.065,0.615,-1.229,1.072,0.011,0.008,3233.0,3988.0,1.0
y_test[142],0.39,0.549,-0.644,1.403,0.009,0.006,4072.0,3706.0,1.0
y_test[143],0.884,0.539,-0.139,1.878,0.009,0.006,3662.0,3706.0,1.0
y_test[144],-0.682,0.567,-1.817,0.31,0.009,0.006,3983.0,3805.0,1.0
y_test[145],1.355,0.52,0.385,2.33,0.009,0.006,3712.0,3282.0,1.0
y_test[146],-0.936,0.555,-1.991,0.056,0.009,0.006,3945.0,3892.0,1.0
y_test[147],0.277,0.573,-0.853,1.293,0.009,0.007,4021.0,3610.0,1.0
y_test[148],0.237,0.565,-0.794,1.33,0.009,0.007,3552.0,3584.0,1.0
y_test[149],1.423,0.556,0.39,2.46,0.009,0.006,3983.0,3878.0,1.0
y_test[150],-0.438,0.561,-1.471,0.639,0.009,0.007,3792.0,4112.0,1.0
y_test[151],-0.551,0.567,-1.568,0.561,0.009,0.006,4268.0,3903.0,1.0
y_test[152],0.498,0.573,-0.54,1.599,0.009,0.007,3885.0,3851.0,1.0
y_test[153],0.602,0.555,-0.461,1.631,0.009,0.006,3797.0,3986.0,1.0
y_test[154],-0.296,0.56,-1.325,0.748,0.009,0.006,3912.0,3579.0,1.0
y_test[155],0.319,0.556,-0.665,1.382,0.009,0.007,3681.0,3782.0,1.0
y_test[156],0.425,0.544,-0.625,1.419,0.009,0.006,3817.0,3897.0,1.0
y_test[157],-0.456,0.544,-1.425,0.581,0.009,0.006,3792.0,3546.0,1.0
y_test[158],-1.356,0.583,-2.412,-0.21,0.009,0.007,3884.0,3781.0,1.0
y_test[159],-0.185,0.543,-1.179,0.827,0.009,0.007,3439.0,3684.0,1.0
y_test[160],0.14,0.543,-0.902,1.125,0.009,0.006,3991.0,3866.0,1.0
y_test[161],1.184,0.527,0.207,2.158,0.008,0.006,4127.0,3973.0,1.0
y_test[162],1.455,0.565,0.439,2.553,0.009,0.006,3822.0,4101.0,1.0
y_test[163],-0.594,0.582,-1.634,0.508,0.01,0.007,3504.0,3719.0,1.0
y_test[164],-0.473,0.567,-1.563,0.558,0.01,0.007,3506.0,3849.0,1.0
y_test[165],0.059,0.545,-1.065,1.018,0.009,0.006,3717.0,3680.0,1.0
y_test[166],-0.213,0.538,-1.21,0.827,0.009,0.006,3867.0,3688.0,1.0
y_test[167],0.268,0.555,-0.777,1.286,0.009,0.007,3578.0,3503.0,1.0
y_test[168],0.306,0.542,-0.706,1.3,0.009,0.006,3599.0,3809.0,1.0
y_test[169],0.858,0.521,-0.045,1.889,0.008,0.006,3796.0,4114.0,1.0
y_test[170],1.041,0.544,0.009,2.049,0.009,0.006,3837.0,3264.0,1.0
y_test[171],0.566,0.561,-0.477,1.609,0.009,0.007,3746.0,3573.0,1.0
y_test[172],-0.385,0.526,-1.364,0.591,0.009,0.006,3785.0,3848.0,1.0
y_test[173],1.258,0.574,0.21,2.326,0.009,0.007,3723.0,3772.0,1.0
y_test[174],-0.404,0.543,-1.406,0.61,0.008,0.006,4234.0,4054.0,1.0
y_test[175],-0.788,0.558,-1.817,0.269,0.009,0.006,4221.0,4100.0,1.0
y_test[176],0.204,0.614,-0.925,1.399,0.01,0.007,3846.0,3032.0,1.0
y_test[177],0.256,0.551,-0.788,1.268,0.009,0.006,3943.0,4015.0,1.0
y_test[178],-1.328,0.596,-2.44,-0.231,0.01,0.007,3546.0,3800.0,1.0
y_test[179],1.166,0.551,0.145,2.197,0.009,0.007,3478.0,3880.0,1.0
y_test[180],0.116,0.594,-0.985,1.242,0.01,0.007,3577.0,3659.0,1.0
y_test[181],0.04,0.564,-1.053,1.077,0.009,0.007,3624.0,3861.0,1.0
y_test[182],-0.189,0.553,-1.263,0.807,0.009,0.006,3892.0,3866.0,1.0
y_test[183],-0.198,0.557,-1.291,0.797,0.009,0.006,3921.0,3808.0,1.0
y_test[184],-0.643,0.541,-1.724,0.321,0.009,0.006,4044.0,3881.0,1.0
y_test[185],-0.678,0.565,-1.734,0.376,0.009,0.006,4153.0,3699.0,1.0
y_test[186],-0.298,0.604,-1.387,0.85,0.01,0.007,3932.0,3892.0,1.0
y_test[187],0.579,0.575,-0.509,1.646,0.01,0.007,3642.0,3531.0,1.0
y_test[188],1.38,0.564,0.369,2.471,0.009,0.007,3706.0,3836.0,1.0
y_test[189],-0.876,0.611,-2.01,0.264,0.01,0.007,3806.0,3656.0,1.0
y_test[190],-0.365,0.537,-1.396,0.642,0.008,0.006,4000.0,3996.0,1.0
y_test[191],-0.664,0.557,-1.733,0.35,0.009,0.006,4170.0,3969.0,1.0
y_test[192],1.54,0.544,0.539,2.621,0.009,0.006,3916.0,3670.0,1.0
y_test[193],-0.421,0.557,-1.448,0.626,0.009,0.006,3931.0,3887.0,1.0
y_test[194],-0.56,0.567,-1.545,0.576,0.009,0.007,3633.0,3682.0,1.0
y_test[195],0.83,0.628,-0.339,2.021,0.01,0.007,4045.0,3484.0,1.0
y_test[196],2.217,0.546,1.192,3.233,0.009,0.006,3910.0,3822.0,1.0
y_test[197],-0.429,0.565,-1.554,0.586,0.009,0.007,3643.0,3732.0,1.0
y_test[198],-1.056,0.532,-2.102,-0.104,0.009,0.006,3636.0,3749.0,1.0
y_test[199],-0.148,0.55,-1.216,0.827,0.009,0.006,3622.0,3811.0,1.0
y_test[200],0.152,0.584,-0.931,1.247,0.009,0.007,4048.0,3953.0,1.0
